Event Number,Longest Track Length (cm),2nd Longest Track Length (cm),3rd Longest Track Length (cm)
1426,655.5240611,198.4954151,36.46380785
1427,158.6546882,103.3597759,97.18489987
1428,118.8653452,55.35722425,49.51734276
1429,671.7690645,156.9383037,96.0195748
1430,125.7479344,81.95182473,22.03886787
1431,761.7057194,151.0273951,55.53526349
1432,752.4063684,115.6465399,64.83602488
1433,505.5636539,188.9153725,163.558283
1434,447.7057194,196.2976867,19.76783
1435,100.1478181,47.7683416,2.422890093
1436,710.9019504,119.7200584,12.45654915
1437,176.1423665,10.71129177,9.023715705
1438,431.6160126,188.3817765,142.2750173
1439,544.5177045,164.9361331,24.57621208
1440,435.2627762,143.5894217,48.86562946
1441,748.9528835,162.2364459,18.62977867
1442,198.503973,88.44560019,62.47731078
1443,133.4845981,124.1180081,45.22961649
1444,454.4227592,148.9105132,45.6331324
1445,782.7706145,101.8850656,82.47659416
1446,771.2251876,148.7342431,91.60528444
1447,115.7732838,102.8027002,82.36463841
1448,189.3910747,83.59869428,12.80714857
1449,158.7821039,77.49470141,28.08439167
1450,189.7507313,98.39731868,56.32210638
1451,454.1639037,112.1765296,46.09531377
1452,637.6469718,111.2845814,107.3411445
1453,171.1039723,71.56771725,10.3010596
1454,112.9940997,85.43145205,22.51779187
1455,175.7441069,114.9718088,70.509072
1456,656.2643533,113.4893066,48.02386863
1457,633.5355465,139.6621568,52.15941726
1458,156.7590094,41.08927502,10.47053605
1459,572.0122129,125.4810755,59.50152507
1460,121.0817933,72.35096749,50.23341502
1461,114.3734349,19.41144745,17.93193077
1462,663.0282979,102.5417014,1.748636099
1463,617.7644871,129.7825332,83.5711079
1464,125.7192137,1.386088725,0.882987699
1465,500.347602,120.6102334,39.55860393
1466,173.8672121,139.1000338,83.13543607
1467,181.6554041,10.80854373,1.193167236
1468,179.8317189,145.6601882,67.99478044
1469,712.9678215,110.6997235,60.29408041
1470,103.5102784,40.70462516,35.03181627
1471,195.3472119,61.26864685,43.28701734
1472,754.9883979,163.517213,47.82616744
1473,135.1878515,33.44918288,27.136261
1474,124.698673,73.43964793,2.588623622
1475,102.9871342,21.3708662,4.828949853
1476,124.7131102,75.22514007,39.82970401
1477,128.3973451,41.20783684,9.132862776
1478,733.889975,109.8988755,99.76643149
1479,708.5568099,117.5843313,111.3886084
1480,126.1786769,68.10129917,3.469401393
1481,187.0440041,145.1272816,72.59054934
1482,640.201081,162.4897402,59.54350068
1483,165.4878108,14.31280148,4.932531
1484,552.2467222,168.3810221,13.63044222
1485,161.6894131,105.114451,85.54599282
1486,622.9028809,127.8196191,21.30178673
1487,690.5252769,193.8718501,149.493292
1488,134.6038955,131.4524421,33.64153307
1489,183.8605238,171.1744457,61.90767575
1490,516.6702254,140.3317223,101.4999926
1491,728.380022,142.8701395,134.6398784
1492,161.1592477,121.2798014,119.4870272
1493,135.915591,83.00517738,75.82115659
1494,618.7442344,151.2791085,68.80782618
1495,404.2607238,159.0308326,18.72950318
1496,435.7901517,133.7997644,30.33324924
1497,109.1464611,2.52477811,1.08526196
1498,124.6410111,93.72739123,66.22942772
1499,175.2382722,84.23026853,82.49276722
1500,127.6331863,29.20573546,1.751996743
1501,126.5850674,85.71544622,33.44371595
1502,160.8193018,104.5093854,58.69327889
1503,119.7619451,7.624983767,2.623650129
1504,189.6223576,134.8369179,133.1798096
1505,437.3830185,146.5915229,70.11792818
1506,706.2510467,121.3495043,110.6060714
1507,136.4921115,25.58820241,0.187225853
1508,141.8293219,25.76744645,18.66902618
1509,768.5578378,115.0676125,95.82728708
1510,141.5110515,93.43583956,0.434989578
1511,556.9349269,109.8999222,23.54640906
1512,128.5774683,71.95616766,24.72146104
1513,112.6937593,30.25891322,10.94827027
1514,577.6179198,140.8531546,10.03169948
1515,114.6419741,92.31153729,55.36445966
1516,135.7979438,88.90165167,43.03009035
1517,442.0820633,191.882472,156.0456346
1518,735.1921323,104.8317398,25.48513866
1519,616.6162696,198.3771174,37.34653154
1520,172.5330382,132.6227753,132.2233332
1521,616.1218619,102.9769638,1.275492731
1522,179.2062813,5.737451174,3.99875526
1523,400.3260679,138.9977703,27.43712674
1524,189.224647,173.5841859,153.8351926
1525,156.6959748,92.05398484,19.23904768
1526,129.0545133,57.31866914,5.63431937
1527,650.7076378,180.7110201,20.50113335
1528,754.3813358,165.7416091,94.54901088
1529,486.0133798,147.8358944,21.21973297
1530,103.9269879,27.80370808,16.22196104
1531,746.217323,187.1628729,181.496971
1532,458.4224312,142.2261415,105.3386983
1533,187.3081795,72.30778203,39.13460729
1534,483.619569,144.0957815,71.34203839
1535,121.7625578,70.07427045,26.86175287
1536,741.8191622,166.170695,96.3636869
1537,139.0064677,25.84990575,24.25503421
1538,586.7634812,148.7020294,85.26606635
1539,773.7328875,123.5706752,48.724346
1540,470.1137614,195.9687599,54.2583394
1541,479.3199695,171.4264935,56.54547263
1542,428.3081752,171.1597962,95.13623925
1543,448.5950809,163.5341464,149.996802
1544,157.3012997,155.1044329,111.6422277
1545,118.4379497,19.08162063,14.84236236
1546,514.271948,171.7026538,142.1481536
1547,190.6332021,50.29657202,20.38910796
1548,423.6088723,120.912157,86.22559473
1549,109.9325692,48.76118619,14.56813051
1550,140.7328707,75.79285965,17.8862327
1551,123.7196437,41.95083043,6.248941847
1552,110.095636,40.58550992,32.20596567
1553,129.7840458,10.25857119,0.638700097
1554,729.7162719,170.2523523,72.44701376
1555,607.6221127,180.7351497,86.96202835
1556,426.2526923,192.1324998,141.9251026
1557,141.3536641,92.87741587,16.2477793
1558,126.8461801,4.570493128,0.449554351
1559,139.5435943,87.85221044,4.39268236
1560,577.7162584,196.2772157,31.48686644
1561,120.3800905,117.0211545,11.5263017
1562,413.2455509,103.3281433,41.17750929
1563,459.9373136,121.990108,27.89361117
1564,456.0386534,187.7873455,28.67244319
1565,189.6276483,2.673527014,0.151118822
1566,410.7815601,186.907187,42.76743566
1567,436.6957425,187.5717561,128.1642935
1568,189.1786794,93.91624149,77.48682713
1569,725.86492,131.1868724,81.52536197
1570,569.2114059,126.9708331,86.03161592
1571,138.8818919,128.8083377,12.24564605
1572,475.448752,169.0771429,117.4051514
1573,182.269278,81.47781043,3.360052757
1574,167.755947,21.82395362,19.45388222
1575,149.1596382,84.13546613,3.519140817
1576,114.7520598,62.82535048,20.71446778
1577,505.9952212,180.1971522,137.8366511
1578,762.1455958,151.8511644,101.5942486
1579,593.034566,166.6082231,14.09463774
1580,161.6442686,16.36324372,5.727771378
1581,185.4138241,184.6212227,10.42546287
1582,136.1138681,34.00833711,26.20017288
1583,138.445954,17.1895161,3.025352506
1584,104.690658,32.86193908,28.24536454
1585,410.6748542,166.8605029,91.57218247
1586,137.8805942,119.0808115,51.96786843
1587,186.0539877,90.63302528,55.24897067
1588,176.353043,34.96524396,23.48045967
1589,157.4334974,55.11525075,4.547707536
1590,196.6164683,183.3468375,164.4758399
1591,501.2955179,134.4962595,116.1083139
1592,174.2753724,110.3383049,24.36804211
1593,473.2768885,148.6656057,29.53704415
1594,584.3732057,120.6011223,85.51730126
1595,116.476283,108.6910208,92.92447446
1596,479.8986043,135.641164,120.9955096
1597,110.6166116,6.513517123,1.370086978
1598,101.6825694,29.20082153,17.77178702
1599,773.0690456,193.1828321,62.69042035
1600,132.4100925,50.37387419,30.37333221
1601,794.1256987,150.5704552,130.1885748
1602,524.8016198,199.2132351,38.06064329
1603,796.2158841,157.2532343,44.76094234
1604,576.9179425,167.2643881,146.1190505
1605,414.7409969,168.0214104,37.86100071
1606,121.5129182,107.2119747,14.69607941
1607,186.8113096,167.4458065,123.9886629
1608,101.0454752,67.33899339,19.05658749
1609,160.5781773,4.23336018,2.350514452
1610,116.1074247,72.79415904,64.93023721
1611,159.3004093,9.8457509,1.667672976
1612,448.1628988,128.997487,22.20585708
1613,719.3918489,138.889372,91.43019954
1614,484.4698807,116.3603027,78.65743597
1615,129.3006903,119.4275208,68.39873657
1616,444.7148681,148.017637,101.3374182
1617,471.253956,144.5647005,51.09856487
1618,618.2014228,196.0321003,88.91121716
1619,142.9583542,114.8911951,30.34360897
1620,173.9857432,169.59793,128.0214807
1621,424.1998102,180.497407,89.40022627
1622,113.9963695,84.94598627,1.872141358
1623,477.7242239,197.2957456,185.9785362
1624,411.3509304,100.1234881,45.09659623
1625,163.8820329,132.9204325,30.67766583
1626,191.1047704,55.94915322,38.81366229
1627,118.2751938,98.9906682,1.433413492
1628,167.4400517,70.48861154,10.9232856
1629,581.8166021,125.3598485,123.810805
1630,515.8879318,132.4036023,18.52073484
1631,196.8775269,178.7932086,102.3557137
1632,112.7650212,100.7858863,44.14302587
1633,772.9780567,195.4370543,5.061763342
1634,783.2852829,129.3358072,108.809161
1635,594.4768383,131.6250812,121.2359135
1636,608.2803208,104.4960229,10.39245965
1637,476.5168209,128.2695612,32.50112311
1638,703.8082798,106.3887316,26.31366815
1639,196.2658885,125.3193906,5.321819938
1640,594.1071854,119.5688133,95.70516267
1641,513.7186054,177.8076523,71.89642849
1642,655.5240611,198.4954151,36.46380785
1643,158.6546882,103.3597759,97.18489987
1644,118.8653452,55.35722425,49.51734276
1645,671.7690645,156.9383037,96.0195748
1646,125.7479344,81.95182473,22.03886787
1647,761.7057194,151.0273951,55.53526349
1648,752.4063684,115.6465399,64.83602488
1649,505.5636539,188.9153725,163.558283
1650,447.7057194,196.2976867,19.76783
1651,100.1478181,47.7683416,2.422890093
1652,710.9019504,119.7200584,12.45654915
1653,176.1423665,10.71129177,9.023715705
1654,431.6160126,188.3817765,142.2750173
1655,544.5177045,164.9361331,24.57621208
1656,435.2627762,143.5894217,48.86562946
1657,748.9528835,162.2364459,18.62977867
1658,198.503973,88.44560019,62.47731078
1659,133.4845981,124.1180081,45.22961649
1660,454.4227592,148.9105132,45.6331324
1661,782.7706145,101.8850656,82.47659416
1662,771.2251876,148.7342431,91.60528444
1663,115.7732838,102.8027002,82.36463841
1664,189.3910747,83.59869428,12.80714857
1665,158.7821039,77.49470141,28.08439167
1666,189.7507313,98.39731868,56.32210638
1667,454.1639037,112.1765296,46.09531377
1668,637.6469718,111.2845814,107.3411445
1669,171.1039723,71.56771725,10.3010596
1670,112.9940997,85.43145205,22.51779187
1671,175.7441069,114.9718088,70.509072
1672,656.2643533,113.4893066,48.02386863
1673,633.5355465,139.6621568,52.15941726
1674,156.7590094,41.08927502,10.47053605
1675,572.0122129,125.4810755,59.50152507
1676,121.0817933,72.35096749,50.23341502
1677,114.3734349,19.41144745,17.93193077
1678,663.0282979,102.5417014,1.748636099
1679,617.7644871,129.7825332,83.5711079
1680,125.7192137,1.386088725,0.882987699
1681,500.347602,120.6102334,39.55860393
1682,173.8672121,139.1000338,83.13543607
1683,181.6554041,10.80854373,1.193167236
1684,179.8317189,145.6601882,67.99478044
1685,712.9678215,110.6997235,60.29408041
1686,103.5102784,40.70462516,35.03181627
1687,195.3472119,61.26864685,43.28701734
1688,754.9883979,163.517213,47.82616744
1689,135.1878515,33.44918288,27.136261
1690,124.698673,73.43964793,2.588623622
1691,102.9871342,21.3708662,4.828949853
1692,124.7131102,75.22514007,39.82970401
1693,128.3973451,41.20783684,9.132862776
1694,733.889975,109.8988755,99.76643149
1695,708.5568099,117.5843313,111.3886084
1696,126.1786769,68.10129917,3.469401393
1697,187.0440041,145.1272816,72.59054934
1698,640.201081,162.4897402,59.54350068
1699,165.4878108,14.31280148,4.932531
1700,552.2467222,168.3810221,13.63044222
1701,161.6894131,105.114451,85.54599282
1702,622.9028809,127.8196191,21.30178673
1703,690.5252769,193.8718501,149.493292
1704,134.6038955,131.4524421,33.64153307
1705,183.8605238,171.1744457,61.90767575
1706,516.6702254,140.3317223,101.4999926
1707,728.380022,142.8701395,134.6398784
1708,161.1592477,121.2798014,119.4870272
1709,135.915591,83.00517738,75.82115659
1710,618.7442344,151.2791085,68.80782618
1711,404.2607238,159.0308326,18.72950318
1712,435.7901517,133.7997644,30.33324924
1713,109.1464611,2.52477811,1.08526196
1714,124.6410111,93.72739123,66.22942772
1715,175.2382722,84.23026853,82.49276722
1716,127.6331863,29.20573546,1.751996743
1717,126.5850674,85.71544622,33.44371595
1718,160.8193018,104.5093854,58.69327889
1719,119.7619451,7.624983767,2.623650129
1720,189.6223576,134.8369179,133.1798096
1721,437.3830185,146.5915229,70.11792818
1722,706.2510467,121.3495043,110.6060714
1723,136.4921115,25.58820241,0.187225853
1724,141.8293219,25.76744645,18.66902618
1725,768.5578378,115.0676125,95.82728708
1726,141.5110515,93.43583956,0.434989578
1727,556.9349269,109.8999222,23.54640906
1728,128.5774683,71.95616766,24.72146104
1729,112.6937593,30.25891322,10.94827027
1730,577.6179198,140.8531546,10.03169948
1731,114.6419741,92.31153729,55.36445966
1732,135.7979438,88.90165167,43.03009035
1733,442.0820633,191.882472,156.0456346
1734,735.1921323,104.8317398,25.48513866
1735,616.6162696,198.3771174,37.34653154
1736,172.5330382,132.6227753,132.2233332
1737,616.1218619,102.9769638,1.275492731
1738,179.2062813,5.737451174,3.99875526
1739,400.3260679,138.9977703,27.43712674
1740,189.224647,173.5841859,153.8351926
1741,156.6959748,92.05398484,19.23904768
1742,129.0545133,57.31866914,5.63431937
1743,650.7076378,180.7110201,20.50113335
1744,754.3813358,165.7416091,94.54901088
1745,486.0133798,147.8358944,21.21973297
1746,103.9269879,27.80370808,16.22196104
1747,746.217323,187.1628729,181.496971
1748,458.4224312,142.2261415,105.3386983
1749,187.3081795,72.30778203,39.13460729
1750,483.619569,144.0957815,71.34203839
1751,121.7625578,70.07427045,26.86175287
1752,741.8191622,166.170695,96.3636869
1753,139.0064677,25.84990575,24.25503421
1754,586.7634812,148.7020294,85.26606635
1755,773.7328875,123.5706752,48.724346
1756,470.1137614,195.9687599,54.2583394
1757,479.3199695,171.4264935,56.54547263
1758,428.3081752,171.1597962,95.13623925
1759,448.5950809,163.5341464,149.996802
1760,157.3012997,155.1044329,111.6422277
1761,118.4379497,19.08162063,14.84236236
1762,514.271948,171.7026538,142.1481536
1763,190.6332021,50.29657202,20.38910796
1764,423.6088723,120.912157,86.22559473
1765,109.9325692,48.76118619,14.56813051
1766,140.7328707,75.79285965,17.8862327
1767,123.7196437,41.95083043,6.248941847
1768,110.095636,40.58550992,32.20596567
1769,129.7840458,10.25857119,0.638700097
1770,729.7162719,170.2523523,72.44701376
1771,607.6221127,180.7351497,86.96202835
1772,426.2526923,192.1324998,141.9251026
1773,141.3536641,92.87741587,16.2477793
1774,126.8461801,4.570493128,0.449554351
1775,139.5435943,87.85221044,4.39268236
1776,577.7162584,196.2772157,31.48686644
1777,120.3800905,117.0211545,11.5263017
1778,413.2455509,103.3281433,41.17750929
1779,459.9373136,121.990108,27.89361117
1780,456.0386534,187.7873455,28.67244319
1781,189.6276483,2.673527014,0.151118822
1782,410.7815601,186.907187,42.76743566
1783,436.6957425,187.5717561,128.1642935
1784,189.1786794,93.91624149,77.48682713
1785,725.86492,131.1868724,81.52536197
1786,569.2114059,126.9708331,86.03161592
1787,138.8818919,128.8083377,12.24564605
1788,475.448752,169.0771429,117.4051514
1789,182.269278,81.47781043,3.360052757
1790,167.755947,21.82395362,19.45388222
1791,149.1596382,84.13546613,3.519140817
1792,114.7520598,62.82535048,20.71446778
1793,505.9952212,180.1971522,137.8366511
1794,762.1455958,151.8511644,101.5942486
1795,593.034566,166.6082231,14.09463774
1796,161.6442686,16.36324372,5.727771378
1797,185.4138241,184.6212227,10.42546287
1798,136.1138681,34.00833711,26.20017288
1799,138.445954,17.1895161,3.025352506
1800,104.690658,32.86193908,28.24536454
1801,410.6748542,166.8605029,91.57218247
1802,137.8805942,119.0808115,51.96786843
1803,186.0539877,90.63302528,55.24897067
1804,176.353043,34.96524396,23.48045967
1805,157.4334974,55.11525075,4.547707536
1806,196.6164683,183.3468375,164.4758399
1807,501.2955179,134.4962595,116.1083139
1808,174.2753724,110.3383049,24.36804211
1809,473.2768885,148.6656057,29.53704415
1810,584.3732057,120.6011223,85.51730126
1811,116.476283,108.6910208,92.92447446
1812,479.8986043,135.641164,120.9955096
1813,110.6166116,6.513517123,1.370086978
1814,101.6825694,29.20082153,17.77178702
1815,773.0690456,193.1828321,62.69042035
1816,132.4100925,50.37387419,30.37333221
1817,794.1256987,150.5704552,130.1885748
1818,524.8016198,199.2132351,38.06064329
1819,796.2158841,157.2532343,44.76094234
1820,576.9179425,167.2643881,146.1190505
1821,414.7409969,168.0214104,37.86100071
1822,121.5129182,107.2119747,14.69607941
1823,186.8113096,167.4458065,123.9886629
1824,101.0454752,67.33899339,19.05658749
1825,160.5781773,4.23336018,2.350514452
1826,116.1074247,72.79415904,64.93023721
1827,159.3004093,9.8457509,1.667672976
1828,448.1628988,128.997487,22.20585708
1829,719.3918489,138.889372,91.43019954
1830,484.4698807,116.3603027,78.65743597
1831,129.3006903,119.4275208,68.39873657
1832,444.7148681,148.017637,101.3374182
1833,471.253956,144.5647005,51.09856487
1834,618.2014228,196.0321003,88.91121716
1835,142.9583542,114.8911951,30.34360897
1836,173.9857432,169.59793,128.0214807
1837,424.1998102,180.497407,89.40022627
1838,113.9963695,84.94598627,1.872141358
1839,477.7242239,197.2957456,185.9785362
1840,411.3509304,100.1234881,45.09659623
1841,163.8820329,132.9204325,30.67766583
1842,191.1047704,55.94915322,38.81366229
1843,118.2751938,98.9906682,1.433413492
1844,167.4400517,70.48861154,10.9232856
1845,581.8166021,125.3598485,123.810805
1846,515.8879318,132.4036023,18.52073484
1847,196.8775269,178.7932086,102.3557137
1848,112.7650212,100.7858863,44.14302587
1849,772.9780567,195.4370543,5.061763342
1850,783.2852829,129.3358072,108.809161
1851,594.4768383,131.6250812,121.2359135
1852,608.2803208,104.4960229,10.39245965
1853,476.5168209,128.2695612,32.50112311
1854,703.8082798,106.3887316,26.31366815
1855,196.2658885,125.3193906,5.321819938
1856,594.1071854,119.5688133,95.70516267
1857,513.7186054,177.8076523,71.89642849
1858,655.5240611,198.4954151,36.46380785
1859,158.6546882,103.3597759,97.18489987
1860,118.8653452,55.35722425,49.51734276
1861,671.7690645,156.9383037,96.0195748
1862,125.7479344,81.95182473,22.03886787
1863,761.7057194,151.0273951,55.53526349
1864,752.4063684,115.6465399,64.83602488
1865,505.5636539,188.9153725,163.558283
1866,447.7057194,196.2976867,19.76783
1867,100.1478181,47.7683416,2.422890093
1868,710.9019504,119.7200584,12.45654915
1869,176.1423665,10.71129177,9.023715705
1870,431.6160126,188.3817765,142.2750173
1871,544.5177045,164.9361331,24.57621208
1872,435.2627762,143.5894217,48.86562946
1873,748.9528835,162.2364459,18.62977867
1874,198.503973,88.44560019,62.47731078
1875,133.4845981,124.1180081,45.22961649
1876,454.4227592,148.9105132,45.6331324
1877,782.7706145,101.8850656,82.47659416
1878,771.2251876,148.7342431,91.60528444
1879,115.7732838,102.8027002,82.36463841
1880,189.3910747,83.59869428,12.80714857
1881,158.7821039,77.49470141,28.08439167
1882,189.7507313,98.39731868,56.32210638
1883,454.1639037,112.1765296,46.09531377
1884,637.6469718,111.2845814,107.3411445
1885,171.1039723,71.56771725,10.3010596
1886,112.9940997,85.43145205,22.51779187
1887,175.7441069,114.9718088,70.509072
1888,656.2643533,113.4893066,48.02386863
1889,633.5355465,139.6621568,52.15941726
1890,156.7590094,41.08927502,10.47053605
1891,572.0122129,125.4810755,59.50152507
1892,121.0817933,72.35096749,50.23341502
1893,114.3734349,19.41144745,17.93193077
1894,663.0282979,102.5417014,1.748636099
1895,617.7644871,129.7825332,83.5711079
1896,125.7192137,1.386088725,0.882987699
1897,500.347602,120.6102334,39.55860393
1898,173.8672121,139.1000338,83.13543607
1899,181.6554041,10.80854373,1.193167236
1900,179.8317189,145.6601882,67.99478044
1901,712.9678215,110.6997235,60.29408041
1902,103.5102784,40.70462516,35.03181627
1903,195.3472119,61.26864685,43.28701734
1904,754.9883979,163.517213,47.82616744
1905,135.1878515,33.44918288,27.136261
1906,124.698673,73.43964793,2.588623622
1907,102.9871342,21.3708662,4.828949853
1908,124.7131102,75.22514007,39.82970401
1909,128.3973451,41.20783684,9.132862776
1910,733.889975,109.8988755,99.76643149
1911,708.5568099,117.5843313,111.3886084
1912,126.1786769,68.10129917,3.469401393
1913,187.0440041,145.1272816,72.59054934
1914,640.201081,162.4897402,59.54350068
1915,165.4878108,14.31280148,4.932531
1916,552.2467222,168.3810221,13.63044222
1917,161.6894131,105.114451,85.54599282
1918,622.9028809,127.8196191,21.30178673
1919,690.5252769,193.8718501,149.493292
1920,134.6038955,131.4524421,33.64153307
1921,183.8605238,171.1744457,61.90767575
1922,516.6702254,140.3317223,101.4999926
1923,728.380022,142.8701395,134.6398784
1924,161.1592477,121.2798014,119.4870272
1925,135.915591,83.00517738,75.82115659
1926,618.7442344,151.2791085,68.80782618
1927,404.2607238,159.0308326,18.72950318
1928,435.7901517,133.7997644,30.33324924
1929,109.1464611,2.52477811,1.08526196
1930,124.6410111,93.72739123,66.22942772
1931,175.2382722,84.23026853,82.49276722
1932,127.6331863,29.20573546,1.751996743
1933,126.5850674,85.71544622,33.44371595
1934,160.8193018,104.5093854,58.69327889
1935,119.7619451,7.624983767,2.623650129
1936,189.6223576,134.8369179,133.1798096
1937,437.3830185,146.5915229,70.11792818
1938,706.2510467,121.3495043,110.6060714
1939,136.4921115,25.58820241,0.187225853
1940,141.8293219,25.76744645,18.66902618
1941,768.5578378,115.0676125,95.82728708
1942,141.5110515,93.43583956,0.434989578
1943,556.9349269,109.8999222,23.54640906
1944,128.5774683,71.95616766,24.72146104
1945,112.6937593,30.25891322,10.94827027
1946,577.6179198,140.8531546,10.03169948
1947,114.6419741,92.31153729,55.36445966
1948,135.7979438,88.90165167,43.03009035
1949,442.0820633,191.882472,156.0456346
1950,735.1921323,104.8317398,25.48513866
1951,616.6162696,198.3771174,37.34653154
1952,172.5330382,132.6227753,132.2233332
1953,616.1218619,102.9769638,1.275492731
1954,179.2062813,5.737451174,3.99875526
1955,400.3260679,138.9977703,27.43712674
1956,189.224647,173.5841859,153.8351926
1957,156.6959748,92.05398484,19.23904768
1958,129.0545133,57.31866914,5.63431937
1959,650.7076378,180.7110201,20.50113335
1960,754.3813358,165.7416091,94.54901088
1961,486.0133798,147.8358944,21.21973297
1962,103.9269879,27.80370808,16.22196104
1963,746.217323,187.1628729,181.496971
1964,458.4224312,142.2261415,105.3386983
1965,187.3081795,72.30778203,39.13460729
1966,483.619569,144.0957815,71.34203839
1967,121.7625578,70.07427045,26.86175287
1968,741.8191622,166.170695,96.3636869
1969,139.0064677,25.84990575,24.25503421
1970,586.7634812,148.7020294,85.26606635
1971,773.7328875,123.5706752,48.724346
1972,470.1137614,195.9687599,54.2583394
1973,479.3199695,171.4264935,56.54547263
1974,428.3081752,171.1597962,95.13623925
1975,448.5950809,163.5341464,149.996802
1976,157.3012997,155.1044329,111.6422277
1977,118.4379497,19.08162063,14.84236236
1978,514.271948,171.7026538,142.1481536
1979,190.6332021,50.29657202,20.38910796
1980,423.6088723,120.912157,86.22559473
1981,109.9325692,48.76118619,14.56813051
1982,140.7328707,75.79285965,17.8862327
1983,123.7196437,41.95083043,6.248941847
1984,110.095636,40.58550992,32.20596567
1985,129.7840458,10.25857119,0.638700097
1986,729.7162719,170.2523523,72.44701376
1987,607.6221127,180.7351497,86.96202835
1988,426.2526923,192.1324998,141.9251026
1989,141.3536641,92.87741587,16.2477793
1990,126.8461801,4.570493128,0.449554351
1991,139.5435943,87.85221044,4.39268236
1992,577.7162584,196.2772157,31.48686644
1993,120.3800905,117.0211545,11.5263017
1994,413.2455509,103.3281433,41.17750929
1995,459.9373136,121.990108,27.89361117
1996,456.0386534,187.7873455,28.67244319
1997,189.6276483,2.673527014,0.151118822
1998,410.7815601,186.907187,42.76743566
1999,436.6957425,187.5717561,128.1642935
2000,189.1786794,93.91624149,77.48682713
2001,725.86492,131.1868724,81.52536197
2002,569.2114059,126.9708331,86.03161592
2003,138.8818919,128.8083377,12.24564605
2004,475.448752,169.0771429,117.4051514
2005,182.269278,81.47781043,3.360052757
2006,167.755947,21.82395362,19.45388222
2007,149.1596382,84.13546613,3.519140817
2008,114.7520598,62.82535048,20.71446778
2009,505.9952212,180.1971522,137.8366511
2010,762.1455958,151.8511644,101.5942486
2011,593.034566,166.6082231,14.09463774
2012,161.6442686,16.36324372,5.727771378
2013,185.4138241,184.6212227,10.42546287
2014,136.1138681,34.00833711,26.20017288
2015,138.445954,17.1895161,3.025352506
2016,104.690658,32.86193908,28.24536454
2017,410.6748542,166.8605029,91.57218247
2018,137.8805942,119.0808115,51.96786843
2019,186.0539877,90.63302528,55.24897067
2020,176.353043,34.96524396,23.48045967
2021,157.4334974,55.11525075,4.547707536
2022,196.6164683,183.3468375,164.4758399
2023,501.2955179,134.4962595,116.1083139
2024,174.2753724,110.3383049,24.36804211
2025,473.2768885,148.6656057,29.53704415
2026,584.3732057,120.6011223,85.51730126
2027,116.476283,108.6910208,92.92447446
2028,479.8986043,135.641164,120.9955096
2029,110.6166116,6.513517123,1.370086978
2030,101.6825694,29.20082153,17.77178702
2031,773.0690456,193.1828321,62.69042035
2032,132.4100925,50.37387419,30.37333221
2033,794.1256987,150.5704552,130.1885748
2034,524.8016198,199.2132351,38.06064329
2035,796.2158841,157.2532343,44.76094234
2036,576.9179425,167.2643881,146.1190505
2037,414.7409969,168.0214104,37.86100071
2038,121.5129182,107.2119747,14.69607941
2039,186.8113096,167.4458065,123.9886629
2040,101.0454752,67.33899339,19.05658749
2041,160.5781773,4.23336018,2.350514452
2042,116.1074247,72.79415904,64.93023721
2043,159.3004093,9.8457509,1.667672976
2044,448.1628988,128.997487,22.20585708
2045,719.3918489,138.889372,91.43019954
2046,484.4698807,116.3603027,78.65743597
2047,129.3006903,119.4275208,68.39873657
2048,444.7148681,148.017637,101.3374182
2049,471.253956,144.5647005,51.09856487
2050,618.2014228,196.0321003,88.91121716
2051,142.9583542,114.8911951,30.34360897
2052,173.9857432,169.59793,128.0214807
2053,424.1998102,180.497407,89.40022627
2054,113.9963695,84.94598627,1.872141358
2055,477.7242239,197.2957456,185.9785362
2056,411.3509304,100.1234881,45.09659623
2057,163.8820329,132.9204325,30.67766583
2058,191.1047704,55.94915322,38.81366229
2059,118.2751938,98.9906682,1.433413492
2060,167.4400517,70.48861154,10.9232856
2061,581.8166021,125.3598485,123.810805
2062,515.8879318,132.4036023,18.52073484
2063,196.8775269,178.7932086,102.3557137
2064,112.7650212,100.7858863,44.14302587
2065,772.9780567,195.4370543,5.061763342
2066,783.2852829,129.3358072,108.809161
2067,594.4768383,131.6250812,121.2359135
2068,608.2803208,104.4960229,10.39245965
2069,476.5168209,128.2695612,32.50112311
2070,703.8082798,106.3887316,26.31366815
2071,196.2658885,125.3193906,5.321819938
2072,594.1071854,119.5688133,95.70516267
2073,513.7186054,177.8076523,71.89642849
2074,655.5240611,198.4954151,36.46380785
2075,158.6546882,103.3597759,97.18489987
2076,118.8653452,55.35722425,49.51734276
2077,671.7690645,156.9383037,96.0195748
2078,125.7479344,81.95182473,22.03886787
2079,761.7057194,151.0273951,55.53526349
2080,752.4063684,115.6465399,64.83602488
2081,505.5636539,188.9153725,163.558283
2082,447.7057194,196.2976867,19.76783
2083,100.1478181,47.7683416,2.422890093
2084,710.9019504,119.7200584,12.45654915
2085,176.1423665,10.71129177,9.023715705
2086,431.6160126,188.3817765,142.2750173
2087,544.5177045,164.9361331,24.57621208
2088,435.2627762,143.5894217,48.86562946
2089,748.9528835,162.2364459,18.62977867
2090,198.503973,88.44560019,62.47731078
2091,133.4845981,124.1180081,45.22961649
2092,454.4227592,148.9105132,45.6331324
2093,782.7706145,101.8850656,82.47659416
2094,771.2251876,148.7342431,91.60528444
2095,115.7732838,102.8027002,82.36463841
2096,189.3910747,83.59869428,12.80714857
